id	gold_labels	predicted_labels	text
s24:f8c00109b494926ab87ec9f587e72f04	['label_obscene']	['label_toxicity']	onkin noiden värivikasten kanssa pas- kat housussa. Suomi vaan ei ole oppinut muiden virheistä näköjään mitään.
s24:6396f2cc815a8dbdfcc034a7d91bcf07	['label_obscene']	['label_obscene', 'label_toxicity']	Oletko hieman hei hei. Miten sääennustuksessa voisi huijata. Käsittämätöntä paskaa puhut, hah hah haaa!!!...
s24:008a3cee0daafca18eaa3612847672fd	[]	['label_insult', 'label_obscene', 'label_toxicity']	Kuka idiootti on tämä Marin? SDP:n varapuheenjohtaja? Nostaa pakolaisten sosiaalitukia?? Mitä vielä?
s24:9e15684d77937eb57a38eff6b55ee25e	['label_obscene']	[]	"""Yritätkö kusettaa kun lasket kaikki konsernin eri merkit yhteen yhdeksi""""autoksi""""? Eikä siltikään pärjää maailmanlaajuisesti maailman ykkösmerkille, siis suosituimmalle automerkille. Toyota se Trafinkin ensirekisteröintitilastossa vaan vetää Suomessakin yhä pidempää kaulaa Skodaan ja Volkkarihan on pudonnut jo sijoille ynnä muut marginaalimerkit."""
s24:c626473ad7f73bf7ed65f7874773586c	['label_obscene']	['label_obscene', 'label_toxicity']	"""Et kai vain plagioinut """"paskapuhetta"""" mistään lähiajan sanomisesta.  Sopii kyllä persuilijalle."""
s24:131fccce6e64f79ca4743b15ad544090	['label_obscene']	[]	Taitaa h*elvetti jäätyä ennen kun KHO saa päätöksensä julki...
s24:bd6ffbe00d432df6a094f864f1c2f2c3	[]	['label_identity_attack', 'label_insult', 'label_obscene', 'label_toxicity']	homot ovat uskovaisten pyhiä lehmiä
s24:82b5dfb36c0a87c646bdaae6eaf79a9c	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	Tästä alkaa kuukauden futiskiima!  http://www.iltalehti.fi/jalkapallon-mm-2014/2014061218403138_jf.shtml  Vähän nyt armoa! Eikö tältäkään idioottien paskaIta pääse taas mihinkään pakoon?? Homopallon hehkutusta seuraava kuukausi joka heIvetin mediassa, upeeta.
s24:6bd00a91d3384b374602f8f649eadda2	[]	[]	Suomenojan venesatamassa on minusta nyt korrputio ja yhden yrittäjän päähänpotkiminen mennyt liian pitkälle. En voi ymmärtää, miksi samat rikoksen epäilyn alla olevat tyypit saavat jatkaa virassaan ja jatkaa kaunpungin rahoilla harrastettavaa yrittäjän kiusaamista.  Koko sakki olisi pitänyt laittaa sivuun samoin tein, muihin tehtäviin siksi aikaa, kun homma on saatu selvitettyä. Viimeiaikaiset uutiset vaan kertovat sen, että sama ylimielinen vallan huuma vaan jatkaa kihelmöimistään.  Minusta asiasta kannattaa laittaa reippaasti palautetta kaupungille. Onhan niiden johnkin toimiin ryhdyttävä.
s24:d37d439cccdc2e4b75098a085b597a4a	[]	[]	olet väärässä. minä näen kannabiksessa paljon positiivista mutta kannabiksen viihdekäyttäjissä en näe mitään positiivista siinä olet oikeasssa
s24:ee9775163493b048e1f3e3428561ecaa	[]	['label_insult', 'label_toxicity']	Ei ne ole jumissa steamissa koska et ole peliäkään steamista ostanut, yritä ny aivokääpiö mielisairaalapotilas uskoa :D
s24:581461c1c0c1ba996dadfc20ad1a0584	[]	[]	menit itsekin !  BUAHAHAAAA
s24:2daa2732845fbddc8aab8f4d3c8ae832	[]	[]	Mullapa tuli pupu pöksyyn :))  Mitähän mä nyt tähän lisäisin...hmm...tota, tota nuin, eiku näin...kiva painella tota piste näppäintä............ ... ja vielä kerran..... noin :))  Pitköshän mun soittaa sille valkoparralle ja peruu se lahja toivottu :)))))  Mullakin on punaset posket...nyt :D
s24:24783133a8ae94ab4eced84436f83b9b	[]	[]	Kyllä, naiset voivat lähteä palstan ätmien kanssa kahville. En ole nainen, mutta voin vastata naisten puolesta, koska olen ollut muutamien palstan naisten kanssa kahvilla.
s24:c4228711332c742e3d23eebd969ca591	[]	['label_insult', 'label_obscene', 'label_toxicity']	ääliö..
s24:0fb148ff4cdb87b3272997411a411d00	['label_obscene']	['label_obscene', 'label_toxicity']	"""Kyllä tässä lähempänä kolmeekymppiä mennään ja mitä nyt oon ymmärtänyt jutuista mitä on kuullut millon missäkin, että jos ei tunne toista osapuolta eli ei voi ns """"ihastua"""" siihen luonteeseen niin sillon katsotaan ulkonäköä. Mieshän hermostuu jos kuittaan asiasta että """"älä puhu siitä vitun siasta enää"""" ja jos on jotain asiasta joillekin kavereilleen kertonut niin ei ole halunnut edes kertoa kuka se nainen oli, koska ilmeisesti hävettää. En muuten tiedä, ei ole omia kokemuksia tuommoisesta. Ja kuten alotuskirjoituksessa kerroin, että miehellä on ollut taipumusta pettää joskus aiemmin, mutta selittänyt siitä muuttumisen halusta sun muuta. Juttelin kerran hänen ystävänsä kanssa ja hän sanoi että mies on puhunut että ei halua eikä aio olla kusipää enää ikinä eli siinä vaiheessa uskon kyllä itse että hän ei selvinpäin ole sitä miettinyt. Tiedän, että häntä isketään jatkuvasti baarissa, mutta on osannut sanoa ei, mutta nyt oli tämä yksi kerta ja olen siitä niin älyttömän vihainen että ei sanonut ei.. Onhan siinä tullut mietittyä, että voiko siitä ikinä ihminen muuttua ilman ulkopuolista apua.. kyllä itse tiedän, että jossain vaiheessa tulee se vika tikki, eli jos mies katoo jonnekin ja kertoo/saan kuulla mitä on käynyt niin eihän sitä kukaan loputtomiin jaksa. Inho on nytkin niin suuri, että tuntisin pääosin vihaa enkä rakkautta sitä ihmistä kohtaan.. Luulen kyllä, että jos hölmöilee jotain """"sekavassa"""" tilassa niin tajuaa itsekin olla kerjäämäättä anteeksiantoa ja päättää itse laittaa pillit pussiin.."""
s24:1e56f47b2daed31ab52ec8f3307428c3	[]	['label_insult', 'label_toxicity']	Hopparit on aivottomia teiniXX-pellejä jotka tuskin osaavat käyttää tietokonetta.  PISTE.
s24:d86c6c99fc38edb7f78ef8441b813eac	[]	[]	nyt on selittelyn makua.
s24:a539645e34b969b0b380d223f12c29c9	[]	[]	etsivät yhteistä lättiä.
s24:e20cd093fc133af152b8c6944ac34528	[]	['label_toxicity']	"""Suvakkeja ja muita idiootteja on valitettavan paljon, mutta luulen, että suurempi ryhmä ovat ne, jotka kyllä nyt tajuavat olleensa idiootteja kannatettuaan massiivisen turvapaikanhakimäärän vastaanottamista mutta jotka vain pelkäävät myöntää sitä ääneen, joko siksi, että on noloa myöntää olleensa väärässä, tai siksi, että äänekkäät tekopyhät """"kaverit"""" kääntävät selkänsä totuudenpuhujille."""
s24:d7c744562f0bc1decda06dee05f3e192	['label_obscene']	['label_insult', 'label_obscene', 'label_threat', 'label_toxicity']	mee töihi almuines...... mä käyn sun ns. haudalla kusella tuolla kaatopaikalla jonne sun maalliset jäännökset haudataan kun olet ensin kuollut Aidsiin jonka sait siskoltas joka oli ennen sun veli....
s24:72daae6c9ef763fb0d57d4d0e655c154	[]	['label_toxicity']	"""satan:""""Mitä vikaa on taistella vääryyttä vastaan ja taistella hyväksikäyttöä vastaan, aktiivisesti auttaa uhreja ja ollamoraalinen tuki uskonnon uhreille sekä oikoa väryyksiä? """"  hih...hihhih...hahhahhaaa...hehehehehehehe..(tirsk).....hahaHAHAHAHA(niisk)...hih...HAHHHAHAHHAHHHAHAAH(niisk)...HEHEHEHEHHHHEHHEHEHHHEHHEHH(TIRSK(NIISK))..HIHIIHHIIHHEEHHHEHHEHHEHH(kyyneleitä)...(niisk)...Hahhaahhhahhahhahahhaaaa..(niisk)...(huoh)...  Kiitos. Viikon parasta ateistivitsiantia."""
s24:f30c6298dbc6a9235b79f5a43286b7ba	[]	['label_toxicity']	Mene ja käske äidin pestä suusi. Kerro että puhuit erittäin, erittäin rumasti kesk.saitilla.
s24:5281713bc12c470ddc00f43700744c09	['label_obscene']	['label_obscene', 'label_toxicity']	no voi persesuti  mikä sen tunnarin nimi on joka pyörii madventures ohjelmassa (ohjelma joka näkyy subtveellä).
s24:cbbb2d5d021aa292922338752960e189	['label_obscene']	['label_identity_attack', 'label_toxicity']	Taksi suhareista pulaa. Työttömät  Arvioiden mukaan täysiaikaisen kuljettajan vuosiansiot ovat 20 000 euron haarukassa. Joten miksi edes työtön ei suostu kuskiksi ? Hän voisi maksaa palkallaan vuokransa ja lisä töillä ostamaan ruokansa ! Saahan hän tästäkin hommasta asumistuen ja vielä sosiaalitoimesta muita tukia elämäänsä. Tämä työtä vieroksuva suomenkansa on paskaa joten lisää pakolaisia suomeen heti ! !  http://www.talentum.com/doc.te?f_id=1196842&s=r
s24:fae7cb4e50b913148e7e007d34531c11	['label_obscene']	['label_obscene', 'label_toxicity']	No mäkin olen kuullut siitä naisten hakkaamisesta monestakin suunnasta ja porukalla pieksmisestä. sitähän on muun muassa tapahtunut alen eessä jotain lapsia hakattu ja torilla samoin lapset osallisena(ps.eikai siel torilla/alella muita olekkaan ku lapsia..vai?eikä taida muu onnistua :) ) Ja miten niin toisella puolella ku hornetit? enkeleitäkö ne supporttaa vai lapiollista paskaa..no kai se sekin on ihan sama asia :)ja sitten puhutaan että ei oo rikollisia... no huh huh meneeköhän nyt vähän ristiin toi juttu?? Kyllä mä olen tuol kylällä nähnyt niitä jätkiä hupparit päällä ja joskus eivät todellakaan ole ihan pelkän viinan vaikutuksen alaisena vaikka väittäävätkin sitä! Koko kerho vois lähtee vaik hornetsien perään eli vittuun iisalmesta ni sais kaupunkilaiset rauhassa olla siis NORMAALIT ihmiset. Ei tarvitsisi näitä rikollis jengejä enää yhtään tänne..
s24:1176ee8abd3228cd4153180fa3c39a5b	[]	['label_toxicity']	Oli hyvä kirjotus,aivan kuin olisin ite kirjoittanut,jos jaksaisin tolle tietämättömälle noin pitkän tekstin kirjottaa koska tolle ei mee kaaliin mikään fakta.
s24:2aca3b06c8e3d6be84758ccaebc1b7d8	[]	['label_identity_attack', 'label_insult', 'label_toxicity']	Mulla ei henk.kohta oo siitä kokemusta mut yhel kaverilla on.  MUTTA JOS MULLE TULIS JOKU NIIN KERTOMAAN NIIN VIIMENEN ASIA MITÄ TEKISIN OIS NAURAMINEN!  Mä diggaan niit homoi jokka pystyy hyväksyyn itsensä ja tuoda sen julki! Ja mä antaisin kaiken tukeni jos joku mulle kertois olevansa homo!  SITÄ OON IHMETELLY ET MIKS KAIKKI HYVÄNNÄKÖSET JA MUKAVAT KUNDIT ON HOMOJA?  Homoissa on asennetta!  Aidosti erilaisia.  -peace-‰
s24:e590a708502e2f3ee38aed0317cc1ca2	[]	['label_obscene', 'label_toxicity']	teidn huumorinne on surkeata!
s24:01968601f898bb9948a92c19f69ee1ec	['label_obscene']	['label_obscene', 'label_toxicity']	enää ja pitää huolen että ehtii heittää oman paskansa päin naisen naamaa ennen kuin nainen tekee vastaavaa.
s24:c2065d0908105edfdf96f6481ae11331	['label_obscene']	['label_obscene', 'label_toxicity']	että millaista paskaa jotkut suoltavat nettiin :)
s24:c8f959a3d5a720b5296dc7f0899428af	[]	[]	otat vaan sen espanjan kurssin kirjan esiin, kysyt opettajalta, millä tehtävillä pääsee kokeeseen, teet kokeen ja that's it. Kielen ihminen kerran opeteltuaan osaa ainakin jollakin muulla kuin hylätyn tasolla ja mietippä ku ei tartte muistella ja lukea ku yhteen kokeeseen enää, niin homma on siinä. :) Ja aika omituinen lukio jos ei etänä voi kurssia suorittaa tämän kevään aikana? Eikö se nuoremmillakin 1. ja 2. vuoden opiskelijoilla pitäs vielä koeviikko olla edessä? Tsemppiä!
s24:386a38997cfa0a78d73dac479133b5e2	['label_obscene']	[]	Kiitoksia vaan kommenteista...belle rock on kyllä yksi tunnetuimmista casinoista ja tähän asti isommatkin voitot tulleet ihan ok....muta vielä tarvis apua..eli kyselin asiaa ja tuli vastaus. Kindly note we have escalated your request to our Payment Processing Centre on your behalf.  We are pleased to inform you that should you make another withdrawal your withdrawal will be processed successful.  We do apologize for the inconvenience which may have been caused.  We also appreciate your understanding in this regard and we wish you all the best of luck with your future gaming with us. itse tulkitsin että ovat siirtäneet asian johon maksukeskukseen ja nyt pitäisi kotiutuksien toimia...onkohan tuo noin suunnilleen...ettei ole vielä loppuunkäsitelty..jos se fiksumpi tulkki vielä vähän avittaisi...vittuilua kyllä kuulen muutenkin : )
s24:bb5b19e436b1e6fb55a320b14ed45840	[]	['label_obscene', 'label_toxicity']	Hah hah haaa, kalahtiko omaan homonilkkaan hah hah haaa!!!...
s24:6a635b90bde8874775ecc9be05541661	[]	['label_toxicity']	Olet siis ätmi joka on kai eroamassa 4 vuoden suhteesta tämän kuun puolen välin tienoilla? Ootko nyt ihan varma että sinulla on termonologia täysin hallussa?
s24:18273f2804c657acdc9ceff07e781884	[]	['label_toxicity']	Tuijota Venäjälle ja vapise pelosta. Sillä aikaa USA tulee lännestä ja puukottaa sua selkään.  Näin se peli kovenee.
s24:17b544621edbe97cf8bf2d80803d19ad	[]	['label_toxicity']	vaimoille. Se on hirvittävää ja väärin tuollainen häirintä. Mutta ne jätetyt kakkoset ovat kokeneet tulleensa jätetyksi kuin roska. Tiedän, mistä puhun. Mies jätti mut parin vuoden salasuhteen jälkeen, kirjoitti vain,että 'tämä oli nyt tässä'. Se, että jätti, ei ollut se, mikä eniten satutti, vaan se raukkamainen tapa, miten jätti. 'Tämä oli nyt tässä..ei yhtä ystävällistä sanaa, ei hyvän jatkon toivotusta. LÄhetin hänelle muutaman viestin, muttei yhteenkään vastannut. Annoin olla, en lähtenyt kostoretkelle. Mieshän ei missään vaiheessa edes kuulunut minulle. Mutta jollain tavalla käsitän, että oikein rakastunut jätetty kakkonen saattaa joutua raivon partaalle. Ja niinhän se on, rakkaus ja viha ovat toisiaan lähellä. Usein nämä miehet lupaavat kymmenen hyvää, yksitoista kaunista...niistä lupauksista te vaimot ette tiedä, ettekä kuitenkaan uskoisi sellaista miehest'änne. Ei sillä miehellä puhtaat paperit ole, eivätkä asiat ole sillä kunnossa, että hän jää vaimon luokse. Siitä se selvityminen vasta alkaa, eikö totta? Siis, en aio kostaa, nielen haavani yksin. Olisin toivonut edes ihmisarvoisen kohtelun, mutta ei edes hyvän jatkon toivotusta. En koskaan mieheltä pyytänyt mitään, en edes kuvuitellut hänen jättävän vaimoaan..mutta kyllä satutin itseni sotkeentumalla ukkomieheen. Mutta mitä tuollaisen pettävän miehen päässä liíkkuu vai onko todellakin niin, että miehen aivot ovat alapäässä..:)
s24:6f0722866f51034a9fc295310972e742	[]	['label_identity_attack', 'label_insult', 'label_toxicity']	Meillä nämä verkkahousukävelykeppimummot ottaa selfieitä näiden ählyjen kanssa pihalla ja ei tajua mistään mitään. Maksavat vähistään vielä näiden valittajien ja raiskaajien ylöspidon.  Käänsin huvikseni ählyjen fb stä kommentit juuri yhdestä postauksesta jossa joku mummo oli käyny vaarin kanssa röökaavia partalapsia moikkaan kauniin syksyisellä kävelylenkillään. Kommentit mummelista oli facebookin käännöksen mukaan tyyliin '... ei sitten sidettä silmille kun laitetaan piipun eteen..' Jne  On tyhmää jengiä paljon tässä hienossa maassamme täytyy sanoa.
s24:e3d720bc9eb8dbf363f358b1b17f1674	['label_obscene']	['label_obscene', 'label_toxicity']	oletko koskaan pessyt sitä siivilää, vai onko siinä paksu kerros kuivunutta paskaa päällä?
s24:93dbf479467b46638b541e380c91b6db	[]	[]	En väitä mitään, enkä tiedä muuta kuin että omassani on.  Joo saattaa olla niin harvinaista että ehkä sinun(kin) on parempi odotella rauhassa vuokralla ja ostaa piakkoin -70%hinnalla sellainen jossa löytyy.
s24:ebde90b316e73e23f84612e85b2a7fc7	['label_obscene']	['label_obscene', 'label_toxicity']	Mullekki puhuva kiuas. Mulla kun on vaan semmonen kiuas josta saa löylyä. Hikiki siellä meinaa tulla joka h..tin kerta! Naapurin mulukero pisti taas paremmaksi ja laitto puhuvan kiukaan (nyyh)!
s24:c18bf76e6161307643ea1e81a7708ad5	[]	['label_obscene', 'label_toxicity']	mieli voi luoda vain sairaita mieliä ;)  Pakko on myös myöntää että melki tuli turpaan.. :)  otetaa toiste uusiks :) Nyt mä meen toimittaa mu kotihutsun osaa..Eli imuroimaan noita meikäläisiä tuolta..Eli.. WUSH on se ääni mikä kuuluu kun pöly pyyhkiytyy.  WUSH
s24:3b1062f023880f6013e0f0beff17cb1b	[]	[]	Mul o ittel semmose vehke et ei tartte malli näyttä , mä ole nähny kokemäe uunonki se ajel niil tyhjil kummeil.
s24:fe578cf7e7502642ba3baf2ca103486c	[]	[]	"""Tulihan se ongelman ydin vihdoin esiin tässä viestissä: pelkkä sana """"nöyristellä"""" kertoo enemmän kuin mikään muu. Nettifennolla on ikuinen alemmuudentunto suhteessa Ruotsiin, suomenruotsalaisiin ja ruotsiin kieleen, ja tämä on se asia, joka erottaa keskivertosuomalaisen nettifennosta."""
s24:656462f3318c7a81e2687ae287737287	[]	['label_toxicity']	Ja möläytyksesi hönttikamaa.
s24:881e6e89d7abcc3afc9bdbb8fd65f6bb	[]	['label_insult', 'label_obscene', 'label_toxicity']	apteekkiapulainen joka ajaa veronmaksajien kustannuksella sukulaisensa taksilla veronmaksajille 2500 euron kuukausimaksut. Mitäköhän mahtaa liikkua ihmisen päässä joka äänestää Kyllösen kaltaista ämmää josta paistaa jo kilometrin päähän että se ei ymmärrä yhtään mistään mitään sillä jos ymmärtäisi niin olisi laihduttanut aikoja sitten.
s24:b0c388695f3480ea28233585807f13e5	[]	['label_toxicity']	Meitsi lovettaa sua ihan kybällä :)  En päästä irti koskaan..roikun vaik hampail reides :)  Oot meitsin elämän eka nainen ja viimenen kans, ainokaiseni :)
s24:ee3e0643fcc7d3adf54c2365a0368160	['label_obscene']	['label_obscene', 'label_toxicity']	Ei kyllä tunnu tehoavan meikäläisellä edes syväkyykky kele. Pitäisi nyt joku hiton tehokas perseliike saada. Askelkyykky ei toimi kyykky ei toimi mikä toimii?  Samin takareisiin ei mikään tunnu tehoavan. Mitkä liikkeet reiden koukistaja laitetta lukuunottamatta käy reiden takaosiin? Eipä kai se koukistaja konekaan siinne tehoa, polttelee vain ihan hitosti polvien alapuolella nivelissä tai jossain, lihakset eivät kipeydy koskaan....  Surkeaa.
s24:c771705ef3d74662ffeba08de70f997a	['label_obscene']	['label_toxicity']	Mikä järki noihin yleisötapahtumiin on mennä?  https://www.hs.fi/urheilu/art-2000006120994.html  Liikaa porukkaa noin pienellä alueella. Liikaa kännisiä ihmisiä, joku aina käyttäytyy kusipäisesti kun on juonut liikaa. Tönimistä, tuuppimista jne. Ei kiitos, on oltu nuorena liian monessa tapahtumassa missä fiilis on mennyt pilalle kusipäitten vuoksi. Enää ei viitsi mennä.
s24:cbaccd16c7e9bc1a67909eb65cf6c9f9	[]	['label_toxicity']	Muista terävä piruettipää! Sitä ilman ei pysty pyörimään tuplaa ja muista korkea pasee!
s24:f4383e102247bb5a1e3640adba78f582	[]	[]	Hei  Laitappa paljon hyviä kuvia tulemaan sähköpostilla aki-68@luukku.com.
s24:9cc4253023efe0d744f3e014ea52b643	['label_obscene']	[]	Meikä vaihto Lagunan uuteen 1.6 16v golffiin hiljan ja kuvittelin että nyt olis laatua, kun relluista paukkuu ne JB3 ja JC5-laatikot. Mul oli ajettu sillä lagul satku eikä mitään ongelmia, mut aattelin et mä en rupee hommaamaan siihen uutta laatikkoa jos levii +100tkm:n jälkeen ! Vai samanlaisia paskoja näissä VW:ssä, prkl !! Olis täytyny varmaan vaan ostaa japskikippo.
s24:5ff6e6e5617095bea2513aec9173a6f3	[]	[]	Osaatko neuvoa miten otetaan v-syng pois päältä tai laitetaan päälle. ?
s24:27ab2a8a916c5d274a68af8289a90b4f	['label_obscene']	['label_obscene', 'label_toxicity']	Samaa tasoa palstahäirikön toistojen kanssa. Asiallisuus löytyy välittömästi, kun palsta palautuu keskustelupalstaksi, ja tällainen tojuton sikaulu ja paskanheitto loppuu.
s24:ab4ec229e229bfb49fcf3e50bfab5d5f	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	Ammattitaidottomille koulunsa kesken jättäneille kaljankittaajille pitäisi maksaa huippupalkkoja, että nostaisivat perseensä kotisohvaltaan ja lähtisivät töihin. Kyllä on aikoihin eletty.
s24:5fddb23080bc2f9252082144e9ebb3aa	[]	['label_toxicity']	Kepulaiset taitaa nuolasta, ennenku on mittään tipahtanakkaa. VAIN Perus Suomalaiset pystyy kääntämään Suomilaivan kurssia.
s24:a698f096be2da0ebc0669615d76a0b31	[]	['label_toxicity']	"""naisilla noi painotermit menee ihan oudosti  Miten tästäkin voi tehdä sukupuolikysymyksen??!?! Syytä suomen kieltä äläkä naisia. Laiha on lihavan vastakohta. Miehillä paremminkin on kieroutuneet painotermit jos laiha tarkoittaa samaa kuin """"hyvä"""". Alipainoiset naisethan on miehille mieleen. Sairaus kiihottaa."""
s24:2dd78b4b9970f1aa3033ca6a4b4cbd6d	[]	['label_insult', 'label_toxicity']	Vihervasut ja sdp hallitus tyhmin, ei korjaa edes valekuolleen syytöksiä, kun väri on toinen.
s24:f2ea4a1c81fcc91651cbec2f8da72672	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	Vittuako siellä vikistään, ei ole pakko osallistua kuin verotalkoisiin ja omiin hautajaisiin, muut toimet kun ovat ihan vapaaehtoisia. Nidanista saa voitä 10 eurolla, eikös sinne peräjoelle tule postin lähetti jotta voipi tilata sen vyön vaikka Elloksesta suoraan kotiovelle...vittu, jos ei jaksa eikä ehi leireille lähtee kesken poikivien emakoiden keskeltä.
s24:0bd4963e9f4fc622427bab79348491e1	['label_obscene']	['label_obscene', 'label_toxicity']	Kiiltävä ja liukaspintainen satiinipusero, satiinihousut ja ukkokööri ympärillä roiskimassa juhlavat satiinivaatteesi ihan märäksi spermasta...
s24:3b6c571c3f4b49e09b4afac98bb4f9b6	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	Antonio=Korkkaa teininaisen omistukseensa Aisuri Ti**=Nuolee vaimonsa huoranvitusta Antonion spermanjämät.
s24:2c9cbe42eb3a4e0c57f71f9463ee5a8e	[]	[]	NÄPISTELIJÄ, VARAS, TOSI ROISTO, LE(P)PÄKOSKI OY  KUINKA TÄMÄ SÄHKÖNSIIRTOYHTIÖ MONOPOLI KEHTAA NOSTAA SIIRTOHINTOJA 8,3% SAMAAN AIKAAN KUN HE JUURI JAKOIVAT 2 000 000 € MEILTÄ PERITTYÄ YLIHINTAA JOHDOLLE JA HALLITUKSELLE (LAHJUS ?), JONKA PITÄISI VALVOA NÄIDEN ROISTOJEN TOIMINTAA! KEVÄÄLLÄ HE MYÖS YRITTIVÄT PITKITTÄÄ JOHTOJEN MAAHAN LAITTOA SAAMATTA SIIHEN LUPAA. SÄHKÖNSIIRTOYHTIÖ MOLOPOLIT PITÄISI KANSALLISTAA JA KO. YHTIÖN JOHTO VIEDÄ VÄLITTÖMÄSTI SAUNAN TAA!
s24:65824832ee8d4aba66f7f56ea3b8e09a	[]	['label_insult', 'label_toxicity']	Että olet köyhä... Perheesi joutuu varmaan käymään sossun luukulla koko ajan? Mä saan nimittäin faijalta sellaset ~8000€ kuukaudessa, ja mutsilta saman verran. Raivostuttaa ku mun perheen kaltaset porvariperheet joutuu maksamaan tollasten köyhien pummien sossurahat.. menkää kunnon töihin!
s24:883c326e804a415e6aa751a80acea4a6	[]	[]	Joku poika ilmeisesti yritti jotakin kirjoittaa, mutta poikien uhot poistetaan, samalla lailla kun jääkiekkojoukkue, huonot pois.
s24:ef6c6d08bf668f9d27d0867b0175f5e5	[]	['label_insult', 'label_toxicity']	toi lisäys,että sait sinäkin munattua itsesi!
s24:04e1dfafd76c155ffa593d9c2979c790	[]	['label_insult', 'label_toxicity']	Säälittäväksihän tuon reppanan käytös on nyt nyt tullut! On jokseenkin naurettavaa ja surkuhupaisaa, että Media-agentti kehtaa edes esittää, ettei Asko Kervisen asiaan osallistuneiden virkamiesten ja kaupungin työntekijöiden nimiä saisi paljastaa.  MITÄ SE SELLAINEN HALLINNON AVOIMUUS ON?
s24:06fef38283fe7552745b97ca22642f44	['label_obscene']	['label_obscene', 'label_toxicity']	Joo saisivat tulla ihan lähelle ja halata. Mua ainakin alkaa aina panettaa kun ajattelenkin. Että kyllä höyrysaunassa vois olla joku nuori tyttö miel. hyvä kroppanen. Kasvot ei siellä usvassa erotu niin hyvin. Ja se edes runkkais vaikkei pillua antaska.
s24:f35f0daae0534bc8e7b2f6fbf0747f58	['label_obscene']	['label_obscene', 'label_toxicity']	p*r*u*e*n body valtakunta  Yritän tässä vauvalleni etsiä vaatteita. Tässä maassa ei vain kauppojen hyllyissä ole muuta kuin bodeja. Ottaa pattiin suunnattomasti!!!  Missä tavan potkupuvut ja koko puvut!?!
s24:727171f816d4e0abe300383720fda70e	['label_obscene']	[]	itse laittaisin molempiin vessoihin oman, mahdollisimman pienen säiliön. Letkutus kannattaa suunnitella niin että venttiilien normaaliasento, eli paska suoraan mereen toimii ilman häiriöitä. Oikein rakennettuna ei tarvitse säiliötä koskaan altistaa WC jätöksille, vaan se täyttää puhtaana ja tyhjänä katsastusmiehen tarkastuksen, joka onkin ainoa syy paskatankin jälkiasennukseen.
s24:c7f7311e384d1727f9d3ced14db6ae0e	['label_obscene']	[]	Sekä että. Ihmisiä hekin vaan ovat, välillä on hymy herkässä välillä vituttaa...joskus kestona.
s24:960a59e8b03d5dc656657ee24c25f4b5	[]	['label_toxicity']	Pyhämiehen homma kieltäytyä seksistä.
s24:a02b56bc4124b1b1410b3c190256fad7	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	Suomi jää viimeiseksi  Miksi Suomi jatkaa tällä linjalla? SIIS MIKSI SAATANA EI VOI MUUTTUA??? Voro POISTAA autoveron! Puolassa päätettiin että suositaan uusien autojen tuonti ja estetään vanhojen verotuksella. Entisessä NL:ssa oli kauhea autokanta. Sinne on saanut viedä autoja lännestä liberaalisesti nyt muutama vuosi. Ilme parantuu automaattisesti kun autokannan ikä laskee. Eikä se maksa mitään. Jos olisivat pistäneet kunnon rajoituksia niin kuin Suomessa niin siellä ajettaisiin vielä tänän romu-Ladoilla. Inhoan kotimaatani. Saatanan paska takapajula.
s24:44a1a2fb96d364621518c4205954600a	[]	['label_insult', 'label_toxicity']	Voin tulla antaa vauhtia sille ryssälle et varmasti menee perille.
s24:370e16e79eb6df97968c6f76cfb37498	[]	[]	"""patteja???  moi! kärsin vulvodyniasta ja löysin nyt lisäksi klitoriksen molemmilta puolilta tunnusteltaessa oudot """"muljahtelevat"""" myhkyrät...eivät näy silmällä, tunnusteltaessa tarkasti löytyi..ne ovat arat..onko nämä normaalit myhkyrät vai ei???kosketelkaa itseänne ja kertokaa tuloksista...eivät siis ole ilm. ainakaan bartholin rauhaset, jotka mielestäni sijaitsevat alempana, emättimen suun alareunoilla, kai?!"""
